,predicted,actual
2022-01-12,7.4031498528096895,7.159457345112467
2022-01-13,7.353309867192076,
2022-01-14,7.340614066682325,
2022-01-15,7.34060443921515,
2022-01-16,7.340591147963167,
2022-01-17,7.340493284422082,
2022-01-18,7.397599009292523,
2022-01-19,7.4558463995495785,
2022-01-20,7.462972597414332,
2022-01-21,7.5525371592666435,
2022-01-22,7.552360496129865,
2022-01-23,7.55250313019444,
2022-01-24,7.573582522149109,
2022-01-25,7.599082839954551,
2022-01-26,7.561503175152139,
2022-01-27,7.55224555552917,
2022-01-28,7.564651086883664,
2022-01-29,7.5648968675255395,
2022-01-30,7.564717446181519,
2022-01-31,7.550396407557978,
2022-02-01,7.522781654488697,
2022-02-02,7.4335204401886985,
2022-02-03,7.443047074474273,
2022-02-04,7.500172524750428,
2022-02-05,7.500100632243211,
2022-02-06,7.500249215670305,
2022-02-07,7.53395974219055,
2022-02-08,7.54959731863793,7.578082463000531
2022-02-09,7.573788731295304,
2022-02-10,7.557998624319676,
2022-02-11,7.422907037331883,
2022-02-12,7.422898761213004,
2022-02-13,7.422767477718696,
2022-02-14,7.420632548677505,
2022-02-15,7.381201994277363,
2022-02-16,7.5464381023808125,
2022-02-17,7.534433978649411,
2022-02-18,6.615717120674103,
2022-02-19,6.6157478296881385,
2022-02-20,6.615561551904651,
2022-02-21,6.615339892172586,
2022-02-22,6.638059316723404,
2022-02-23,6.625458314659554,
2022-02-24,6.6208092446834765,
2022-02-25,6.327828203390722,
2022-02-26,6.327807915599809,
2022-02-27,6.3278311232484485,
2022-02-28,6.231674668624844,
2022-03-01,6.273753046220725,
2022-03-02,6.293555636978397,
2022-03-03,6.459143063337874,
2022-03-04,6.453489368916049,
2022-03-05,6.453520553594237,
2022-03-06,6.453580889090024,
2022-03-07,6.486998852273551,
2022-03-08,6.532845686051686,
2022-03-09,6.435701464280958,
2022-03-10,6.418908726726703,7.949220898953991
2022-03-11,6.28560633508546,
2022-03-12,6.285595964364557,
2022-03-13,6.2855904492668255,
2022-03-14,6.458890193872328,
2022-03-15,6.548287790444525,
2022-03-16,6.436776562299473,
2022-03-17,6.3230588730518456,
2022-03-18,6.375083213768106,
2022-03-19,6.375117780008552,
2022-03-20,6.375132352138666,
2022-03-21,6.40292363720388,
2022-03-22,6.411771914268048,
2022-03-23,6.3215873077975715,
2022-03-24,6.268689096164847,
2022-03-25,6.388282576002506,
2022-03-26,6.388256674420823,
2022-03-27,6.388598235988939,
2022-03-28,6.14760996638569,
2022-03-29,6.110900664407274,
2022-03-30,6.0783702433112365,
2022-03-31,5.558643532397785,
2022-04-01,5.637471294808154,
2022-04-02,5.637414858499297,
2022-04-03,5.6372301575100545,
2022-04-04,5.77403695960318,
2022-04-05,5.803370939428323,
2022-04-06,5.790342176212619,
2022-04-07,5.843406849333273,
2022-04-08,5.85397535154734,
2022-04-09,5.854065813824247,
2022-04-10,5.853949895042416,
2022-04-11,5.924631116607995,
2022-04-12,5.958130222797098,8.540780148538593
2022-04-13,6.00407023555607,
2022-04-14,6.0014987293041795,
2022-04-15,6.23640498360834,
2022-04-16,6.236328515115777,
2022-04-17,6.236311346265876,
2022-04-18,6.22036615007034,
2022-04-19,6.186908717589447,
2022-04-20,6.1740802675602575,
2022-04-21,6.167722211006397,
2022-04-22,6.0278814523958255,
2022-04-23,6.02787479943931,
2022-04-24,6.027960721199976,
2022-04-25,5.9956458587455455,
2022-04-26,5.980145788666251,
2022-04-27,5.929008153838963,
2022-04-28,5.898139241708014,
2022-04-29,6.585463952104599,
2022-04-30,6.585376476986242,
2022-05-01,6.585477642414231,
2022-05-02,6.601853063383297,
2022-05-03,6.548419982293902,
2022-05-04,6.525115207431211,
2022-05-05,6.965995553589167,
2022-05-06,6.911474235306381,
2022-05-07,6.911515396665267,
2022-05-08,6.911227783472577,
2022-05-09,6.884781451418411,
2022-05-10,6.918930570070043,
2022-05-11,6.808040175833325,8.235161744022502
2022-05-12,6.838794933009925,
2022-05-13,6.853178766809589,
2022-05-14,6.8533681882576225,
2022-05-15,6.8537438475517884,
2022-05-16,6.575488603012771,
2022-05-17,6.65994912328669,
2022-05-18,6.615084898215839,
2022-05-19,6.659268260323306,
2022-05-20,7.993054884840588,
2022-05-21,7.9929868115471985,
2022-05-22,7.992920622927405,
2022-05-23,8.016782237983174,
2022-05-24,7.941728831189928,
2022-05-25,7.933347172519333,
2022-05-26,8.177292411469722,
2022-05-27,6.679530601481721,
2022-05-28,6.679544051422045,
2022-05-29,6.679493808171658,
2022-05-30,6.6800199790254196,
2022-05-31,6.6540609221599425,
2022-06-01,6.492580438673305,
2022-06-02,6.417305397616359,
2022-06-03,6.417398113380848,
2022-06-04,6.417361566408972,
2022-06-05,6.417295987801955,
2022-06-06,6.5079583860473535,
2022-06-07,6.470144049235875,
2022-06-08,6.540910038782738,
2022-06-09,6.578081900040988,
2022-06-10,6.625899387020944,8.530051713089216
2022-06-11,6.625764349032577,
2022-06-12,6.625454859484843,
2022-06-13,6.758454138080174,
2022-06-14,6.692504655460372,
2022-06-15,6.652104612350313,
2022-06-16,7.318048964301776,
2022-06-17,7.277455659483491,
2022-06-18,7.277224592430652,
2022-06-19,7.277889875182303,
2022-06-20,7.278723318900987,
2022-06-21,7.2329417397700855,
2022-06-22,7.195822689860186,
2022-06-23,7.076352965097755,
